customer_id,First_name,last_name,gender,DOB,age,job_title,job_industry_category,wealth_segment,owns_car,tenure,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,profit,product_first_sold_date,address,state,country,property_valuation
853,Nolana,Rotter,Female,1981-10-04,41,"Media Manager",Retail,"Mass customer",Yes,16,1357,35,853,2017-05-23,FALSE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,154.4,903.11,1994-07-12,"49 Buhler Plaza",NSW,Australia,2
854,Charisse,Thoresby,Female,2000-10-24,22,"Marketing Manager",n/a,"Affluent Customer",No,2,589,7,854,2017-10-04,FALSE,Approved,"Trek Bicycles",Road,low,medium,980.37,234.43,745.94,1991-07-10,"56 Graceland Alley",VIC,Australia,7
855,Bennie,Llywarch,Female,1974-10-26,48,"General Maleanager",Retail,"High Net Worth",Yes,16,4587,79,855,2017-02-14,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,2010-05-05,"3 Magdeline Way",QLD,Australia,2
856,Peyton,MaleonkeMalean,Male,1988-10-01,34,"Quality Engineer","Financial Services","Mass customer",Yes,9,3075,87,856,2017-12-18,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1179,707.4,471.6,1997-08-25,"94 Anhalt Way",VIC,Australia,7
857,Theo,,Female,1964-08-14,58,"General Manager",n/a,"High Net Worth",No,4,52,96,857,2017-11-27,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1635.3,993.66,641.64,2007-12-11,"18 Parkside Plaza",QLD,Australia,4
858,Barby,Charlwood,Female,1980-06-02,42,"Internal Auditor","Financial Services","High Net Worth",Yes,9,2327,23,858,2017-12-19,FALSE,Approved,"Norco Bicycles",Standard,medium,medium,1198.46,381.1,817.36,1999-07-26,"681 Transport Pass",QLD,Australia,7
859,Devinne,ToMaleMaleeo,Female,1978-08-02,44,"Geologist I","Financial Services","Affluent Customer",Yes,7,4354,59,859,2017-05-20,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,327.98,2015-05-21,"6 Harper Lane",NSW,Australia,10
860,Ida,,Female,1980-08-12,42,,n/a,"High Net Worth",Yes,7,986,64,860,2017-05-28,FALSE,Approved,"Giant Bicycles",Standard,high,small,1977.36,1759.85,217.51,2005-10-22,"59041 Independence Point",QLD,Australia,9
861,Rebekah,DMaleych,Female,1977-05-24,45,"Senior Financial Analyst","Financial Services","High Net Worth",No,17,7314,53,861,2017-04-10,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1274.93,764.96,509.97,2007-08-04,"55 Hovde Parkway",VIC,Australia,8
862,Worden,Femaleossitt,Male,1977-12-27,45,"Informationation System Manager",Argiculture,"High Net Worth",Yes,16,5033,86,862,2017-11-06,FALSE,Approved,"Norco Bicycles",Road,high,large,774.53,464.72,309.81,2012-04-10,"36903 Reinke Trail",VIC,Australia,10
863,Kessiah,Logg,Female,1961-09-10,61,"Senior Financial Analyst","Financial Services","Affluent Customer",No,5,8985,77,863,2017-06-20,FALSE,Approved,"Norco Bicycles",Road,medium,large,1240.31,795.1,445.21,2011-01-10,"938 Nova Junction",VIC,Australia,1
864,Regen,Nares,Male,1970-03-06,53,,Retail,"High Net Worth",Yes,4,620,89,864,2017-06-22,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,582.48,1230.27,2010-06-07,"48 Bobwhite Crossing",QLD,Australia,8
865,GerMaleain,"De la Harpe",Female,1965-04-12,58,"Desktop Support Technician",Telecommunications,"Mass customer",No,19,1985,62,865,2017-08-05,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1993-06-23,"7391 Ruskin Parkway",QLD,Australia,5
866,Stanislaus,Gottelier,Male,1973-01-05,50,"Associate Professor",n/a,"Affluent Customer",Yes,14,7177,55,866,2017-03-01,FALSE,Approved,"Trek Bicycles",Road,medium,large,1894.19,598.76,1295.43,1998-12-17,"677 Butternut Crossing",NSW,Australia,7
867,Lura,MaleacKiMale,Female,1973-05-10,50,"VP Malearketing",n/a,"Mass customer",No,17,548,89,867,2017-03-06,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,1993-04-20,"8360 Washington Avenue",VIC,Australia,12
868,EFemaleFemaleie,Duddy,Female,1979-07-18,43,"VP Accounting","Financial Services","Mass customer",Yes,11,214,46,868,2017-03-22,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2012-04-10,"519 Maywood Pass",NSW,Australia,10
870,Hugh,Wilce,Male,1964-01-29,59,PharMaleacist,Health,"Mass customer",No,6,1846,21,870,2017-04-24,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1996-04-05,"383 Rockefeller Junction",NSW,Australia,9
871,Janka,Yesinin,Female,1992-01-20,31,,n/a,"Mass Customer",Yes,5,2701,68,871,2017-11-06,TRUE,Approved,"OHM Cycles",Standard,medium,medium,1636.9,44.71,1592.19,1995-10-24,"71039 Packers Street",NSW,Australia,10
872,Suki,Ivachyov,Female,1971-04-28,52,"Structural Engineer",IT,"Mass customer",No,13,4294,84,872,2017-07-12,FALSE,Approved,"Trek Bicycles",Road,medium,medium,290.62,215.14,75.48,2004-12-18,"5 Hauk Lane",NSW,Australia,3
873,Worthington,Penwarden,Male,1959-12-23,63,"Occupational Therapist",Health,"Affluent Customer",Yes,20,4477,58,873,2017-04-07,TRUE,Approved,"OHM Cycles",Standard,medium,medium,912.52,141.4,771.12,2010-11-05,"02377 Maywood Trail",NSW,Australia,7
874,Howard,Oseland,Male,2001-05-05,22,,Health,"Mass Customer",Yes,1,1459,42,874,2017-05-14,FALSE,Approved,"OHM Cycles",Road,medium,small,1810,1610.9,199.1,1993-04-12,"2 School Street",NSW,Australia,10
875,Caryl,Linnett,Male,1999-02-23,24,"Recruiting Manager","Financial Services","Mass customer",Yes,2,4113,3,875,2017-01-04,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,388.92,1702.55,2013-09-16,"9254 Straubel Street",VIC,Australia,9
876,Neil,Jencey,Male,1968-10-06,54,"Physical Therapy Assistant",IT,"High Net Worth",No,19,2215,22,876,2017-12-14,FALSE,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,2013-03-12,"3 Glacier Hill Parkway",NSW,Australia,10
877,Didi,Maleilne,Female,1988-05-13,35,"Accounting Assistant III","Financial Services","Mass customer",Yes,3,2251,35,877,2017-04-06,FALSE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,154.4,903.11,1999-12-04,"029 Springview Place",NSW,Australia,8
878,Clarence,Silby,Male,1982-11-01,40,"EnvironMaleental Specialist",Manufacturing,"Mass customer",Yes,9,7552,89,878,2017-10-12,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2016-03-29,"1 Springview Place",QLD,Australia,5
879,Hestia,Smetoun,Female,1978-08-02,44,,n/a,"Mass Customer",No,12,4562,80,879,2017-02-12,FALSE,Approved,"OHM Cycles",Touring,low,medium,1073.07,933.84,139.23,1997-01-25,"60 Meadow Valley Avenue",NSW,Australia,10
880,Neely,Lundon,Female,1963-12-31,59,"Internal Auditor",n/a,"High Net Worth",Yes,10,381,14,880,2017-09-18,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,1995-10-24,"42 Thompson Hill",NSW,Australia,10
881,CarMaleella,"O' Lone",Female,1980-05-07,43,"Informationation System Manager",n/a,"High Net Worth",No,15,4621,89,881,2017-08-05,TRUE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,582.48,1230.27,2011-03-16,"2 Pankratz Street",QLD,Australia,5
882,Esmaria,Lythgoe,Female,1965-09-29,57,,Property,"Mass Customer",Yes,11,3521,78,882,2017-09-09,TRUE,Approved,"Giant Bicycles",Standard,medium,large,1765.3,709.48,1055.82,1997-01-25,"65345 Marcy Crossing",NSW,Australia,12
883,Lolita,Bennie,U,0000-00-00,2023,Recruiter,IT,"Mass Customer",Yes,0,1666,18,883,2017-01-27,FALSE,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,2009-03-08,"77 Pawling Pass",NSW,Australia,3
884,Pepito,LaMaleMaleing,Male,1978-01-30,45,"Web Designer IV",Property,"Mass customer",No,17,6110,94,884,2017-12-29,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1635.3,993.66,641.64,2013-06-09,"06419 Dayton Junction",VIC,Australia,10
885,Yancey,Wivell,Male,1966-11-11,56,"Statistician IV","Financial Services","Mass customer",No,18,2710,85,885,2017-12-23,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,547.28,2015-08-02,"5 Hauk Way",QLD,Australia,8
886,Dawna,MalecCullen,Female,1974-11-15,48,"Accounting Assistant III",Health,"Mass customer",No,11,4066,81,886,2017-12-29,FALSE,Approved,"Norco Bicycles",Standard,medium,small,586.45,521.94,64.51,1991-07-10,"923 Westerfield Junction",NSW,Australia,10
887,Patrizius,Hardinge,Male,1997-11-17,25,,Manufacturing,"High Net Worth",No,1,421,9,887,2017-04-28,FALSE,Approved,"Norco Bicycles",Standard,medium,small,1216.14,1082.36,133.78,1991-08-05,"707 Spaight Place",NSW,Australia,4
888,Chickie,GulleFemaleord,Female,1963-11-10,59,"Accountant IV",Manufacturing,"Mass customer",No,10,2101,51,888,2017-02-23,TRUE,Approved,"OHM Cycles",Standard,high,medium,2005.66,1203.4,802.26,2012-04-10,"89 Monument Place",QLD,Australia,1
889,Ezequiel,Coggeshall,Male,1967-02-19,56,"Sales Representative",Retail,"Affluent Customer",Yes,10,9958,64,889,2017-05-05,TRUE,Approved,"Trek Bicycles",Standard,medium,large,1469.44,596.55,872.89,2015-05-21,"583 Coleman Parkway",QLD,Australia,9
890,Tony,Cordsen,Female,1974-02-01,49,"Dental Hygienist",Health,"Mass customer",Yes,15,4275,1,890,2017-05-27,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,2016-11-14,"376 Buena Vista Street",NSW,Australia,11
891,Talbot,Andrioni,Male,1981-08-06,41,"Occupational Therapist",Health,"High Net Worth",Yes,9,7933,13,891,2017-07-29,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,751.02,1993-04-12,"91457 Anderson Avenue",VIC,Australia,12
892,Conroy,Healy,U,0000-00-00,2023,"Office Assistant II",IT,"Mass Customer",Yes,0,386,13,892,2017-10-01,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2005-12-07,"39 Ronald Regan Alley",VIC,Australia,8
893,Gibby,Femaleearnley,Male,1983-09-11,39,"Geologist I",IT,"Mass customer",No,16,461,46,893,2017-07-09,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2007-12-11,"1 5th Parkway",NSW,Australia,8
894,Catie,Kibbey,Female,1970-12-18,52,"Desktop Support Technician","Financial Services","High Net Worth",Yes,9,4323,0,894,2017-08-12,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,2003-07-21,"7 Meadow Ridge Center",NSW,Australia,9
895,Juli,Curness,Female,1966-09-03,56,,n/a,"Mass Customer",Yes,12,6962,62,895,2017-01-25,FALSE,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,2015-04-11,"41821 Sheridan Center",NSW,Australia,9
896,Idell,Belderson,Female,1978-06-10,44,"VP Sales",n/a,"Mass customer",No,15,3523,26,896,2017-07-12,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1993-05-26,"7 Reindahl Center",NSW,Australia,8
897,Pris,Femaleance,Female,1969-01-11,54,"Account Executive",Manufacturing,"Mass customer",No,11,781,0,897,2017-05-10,TRUE,Approved,,,,,311.54,0,311.54,0000-00-00,"6382 Bayside Street",NSW,Australia,10
898,Reyna,Braizier,Female,1977-08-28,45,"General Maleanager","Financial Services","Affluent Customer",No,16,5541,62,898,2017-06-08,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,2012-12-02,"850 Manitowish Avenue",NSW,Australia,8
899,Teodora,Lawling,Female,1963-08-05,59,"Business System Development Analyst",Health,"Affluent Customer",Yes,12,5729,69,899,2017-09-13,FALSE,Approved,"Giant Bicycles",Road,medium,medium,792.9,594.68,198.22,1992-10-02,"88 Comanche Point",NSW,Australia,7
900,Clevey,IvaMaley,Male,1990-08-07,32,"Associate Professor",Manufacturing,"Mass customer",Yes,5,8801,23,900,2017-09-22,TRUE,Approved,"Norco Bicycles",Mountain,low,small,688.63,612.88,75.75,1999-06-23,"13845 Hayes Center",VIC,Australia,8
901,Letta,McCarter,Female,1975-04-27,48,,Retail,"Mass Customer",Yes,16,1444,83,901,2017-10-09,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,1999-07-26,"88022 South Road",QLD,Australia,5
902,Selene,Vasiltsov,Female,1989-07-26,33,"StaFemaleFemale Scientist",Retail,"Mass customer",No,18,2041,39,902,2017-06-06,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,582.48,1230.27,2010-06-07,"9 Northridge Lane",NSW,Australia,3
903,Hewe,Lidgley,Male,1961-07-03,61,,"Financial Services","Mass Customer",No,14,3061,19,903,2017-10-17,FALSE,Approved,"OHM Cycles",Road,high,large,12.01,7.21,4.8,2009-03-08,"95530 Hallows Circle",QLD,Australia,5
904,Kariotta,LudMalean,Female,1974-05-06,49,"Database AdMaleinistrator II",n/a,"High Net Worth",Yes,11,613,91,904,2017-03-03,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.46,2011-01-10,"97 Karstens Place",QLD,Australia,7
905,Dorian,Drinkel,Female,1978-02-11,45,"Safety Technician II",Manufacturing,"Affluent Customer",No,12,2196,97,905,2017-01-21,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,"237 Summit Pass",QLD,Australia,3
906,CaMaleMaley,MalearcroFemalet,Male,1998-12-30,24,"Femaleinancial Analyst","Financial Services","High Net Worth",Yes,3,1002,52,906,2017-12-14,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,1991-08-05,"1 Cottonwood Street",VIC,Australia,9
907,EaMaleon,MalecWhin,Male,1978-12-25,44,"Sales Associate",Property,"High Net Worth",Yes,17,930,0,907,2017-12-04,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,1997-02-09,"8642 Forest Run Avenue",NSW,Australia,9
908,Carry,Tomlett,Female,1980-08-28,42,,"Financial Services","Affluent Customer",Yes,17,5020,2,908,2017-11-30,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,17.87,1991-11-07,"352 Bonner Crossing",VIC,Australia,8
909,Suzette,Surgison,Female,1960-01-04,63,Operator,n/a,"High Net Worth",Yes,8,1525,62,909,2017-04-12,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1993-10-02,"52726 High Crossing Junction",VIC,Australia,7
910,Lewes,Femaleoulcher,Male,1986-04-26,37,"Biostatistician I","Financial Services","Mass customer",No,14,3588,89,910,2017-04-02,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,1993-04-20,"60086 Summit Lane",NSW,Australia,10
911,Malearcellus,ShawcroFemalet,Male,1974-10-13,48,"Structural Analysis Engineer",Property,"Affluent Customer",No,3,1267,18,911,2017-11-04,FALSE,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,2013-03-12,"5 Farmco Way",NSW,Australia,8
912,Vince,DalMaleon,Male,1968-07-19,54,"Sales Representative",Retail,"Mass customer",Yes,19,3738,90,912,2017-09-15,FALSE,Approved,"Norco Bicycles",Standard,low,medium,363.01,290.41,72.6,1999-07-26,"33 Kropf Hill",NSW,Australia,10
913,Dayle,Spearman,Female,2000-10-28,22,,"Financial Services","Mass Customer",No,1,5756,42,913,2017-05-31,,Approved,"OHM Cycles",Road,medium,small,1810,1610.9,199.1,2008-03-19,"2 Derek Pass",NSW,Australia,7
914,Malearc,Egleton,Male,1999-06-16,23,"CheMaleical Engineer",Manufacturing,"Affluent Customer",Yes,2,2452,96,914,2017-01-31,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,129.01,2004-01-16,"87140 Mandrake Lane",VIC,Australia,8
915,Austina,Orrice,Female,1984-09-07,38,"Budget/Accounting Analyst IV",Entertainment,"Mass customer",No,7,3162,91,915,2017-12-02,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,25.09,1999-07-26,"69278 High Crossing Place",NSW,Australia,5
916,Joycelin,,Female,1991-06-18,31,Recruiter,n/a,"Affluent Customer",No,8,4879,10,916,2017-08-19,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2014-03-03,"42 Cordelia Park",NSW,Australia,8
917,Odo,MaleacKaig,Male,1964-05-06,59,"VP Product Management","Financial Services","Mass customer",No,19,1046,67,917,2017-06-05,FALSE,Approved,"Norco Bicycles",Road,medium,medium,544.05,376.84,167.21,2005-10-22,"50 2nd Center",VIC,Australia,9
918,MaleahMaleud,Chiles,Male,1975-02-26,48,"Internal Auditor",Health,"High Net Worth",No,13,1348,40,918,2017-05-10,TRUE,Approved,"Trek Bicycles",Road,medium,large,1894.19,598.76,1295.43,2003-07-21,"8 Colorado Circle",VIC,Australia,4
919,Grove,Peltzer,Male,1987-07-17,35,"Registered Nurse",Health,"Mass customer",Yes,13,448,4,919,2017-09-28,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1129.13,677.48,451.65,2004-09-28,"55 Daystar Court",NSW,Australia,10
920,SteFemaleano,Thornborrow,Male,1976-01-19,47,"SoFemaletware Test Engineer IV",Health,"Mass customer",Yes,19,1799,46,920,2017-04-04,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2007-12-11,"21 Dwight Crossing",NSW,Australia,10
921,Gretchen,Seneschal,Female,1979-12-19,43,"Help Desk Technician",Manufacturing,"Mass customer",No,7,4422,73,921,2017-09-20,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25,2002-08-31,"3828 Norway Maple Avenue",NSW,Australia,11
922,Bekki,Ralston,Female,1972-10-10,50,Operator,"Financial Services","Mass customer",No,19,4896,0,922,2017-06-25,FALSE,Approved,,,,,1199.26,0,1199.26,0000-00-00,"3044 Summer Ridge Center",VIC,Australia,8
923,Garrek,GriMalewade,Male,1977-06-26,45,"Senior Financial Analyst","Financial Services","High Net Worth",No,19,307,35,923,2017-04-20,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,2016-11-14,"43455 Carey Center",QLD,Australia,4
924,CleMaleentius,HaMalebric,Male,1976-11-08,46,"CoMaleputer SysteMales Analyst II",n/a,"Affluent Customer",No,13,3831,97,924,2017-09-12,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,"57953 Drewry Street",NSW,Australia,10
925,Nicko,PeMalebridge,Male,1978-08-07,44,"Accountant IV",Manufacturing,"Affluent Customer",No,16,1753,0,925,2017-07-25,FALSE,Approved,,,,,149.3,0,149.3,0000-00-00,"3 Luster Junction",NSW,Australia,4
926,Terrel,Maleatthisson,Male,1965-10-14,57,Professor,Telecommunications,"Affluent Customer",No,10,3109,49,926,2017-08-19,TRUE,Approved,"Trek Bicycles",Road,medium,medium,533.51,400.13,133.38,2012-06-04,"9987 Stuart Alley",NSW,Australia,8
927,Jarret,,Male,1966-02-19,57,"Cost Accountant","Financial Services","Mass Customer",Yes,18,76,22,927,2017-03-10,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1991-11-10,"2309 Gulseth Way",VIC,Australia,8
928,Porty,CleMaleMaleitt,Male,1973-05-14,50,"Associate Professor",n/a,"High Net Worth",Yes,18,814,0,928,2017-07-24,FALSE,Approved,"Trek Bicycles",Road,medium,medium,290.62,215.14,75.48,1997-08-25,"730 Dixon Place",VIC,Australia,8
929,Kippy,Conerding,Male,1965-09-04,57,"Database AdMaleinistrator III","Financial Services","Mass customer",Yes,13,1729,69,929,2017-08-25,FALSE,Approved,"Giant Bicycles",Road,medium,medium,792.9,594.68,198.22,1992-10-02,"10421 Cordelia Parkway",VIC,Australia,12
930,Evelina,Dinan,Female,1971-11-10,51,"Executive Secretary",Retail,"Mass customer",Yes,8,3312,9,930,2017-04-29,TRUE,Approved,"OHM Cycles",Road,medium,medium,742.54,667.4,75.14,2005-12-07,"35454 Welch Hill",NSW,Australia,6
931,Katrina,Sappson,Female,1999-08-07,23,"Design Engineer",Manufacturing,"Affluent Customer",Yes,1,1074,33,931,2017-04-05,FALSE,Approved,"Giant Bicycles",Standard,medium,small,1311.44,1167.18,144.26,1997-05-10,"3403 Spenser Terrace",VIC,Australia,8
932,Yoko,Dowrey,Female,1989-07-20,33,"Graphic Designer",n/a,"Mass customer",No,18,7188,67,932,2017-03-21,FALSE,Approved,"Norco Bicycles",Road,medium,medium,544.05,376.84,167.21,2005-10-22,"06 Oneill Parkway",NSW,Australia,7
933,Maleelany,L'oiseau,Female,1996-05-19,26,"Help Desk Operator",Retail,"Mass customer",Yes,5,9853,34,933,2017-03-22,TRUE,Approved,"Norco Bicycles",Road,high,large,774.53,464.72,309.81,2006-02-02,"243 Ridge Oak Center",NSW,Australia,9
934,Malearcellus,Louisot,Male,1996-01-22,27,"HuMalean Resources Maleanager",Manufacturing,"Mass customer",No,6,1033,49,934,2017-12-30,FALSE,Approved,"Trek Bicycles",Road,medium,medium,533.51,400.13,133.38,1997-10-04,"4 Eastlawn Crossing",NSW,Australia,12
935,Aldin,Cracker,Male,1994-09-12,28,"Marketing Manager",n/a,"Mass customer",Yes,3,1359,35,935,2017-03-27,TRUE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,154.4,903.11,1995-12-19,"33 Farwell Crossing",NSW,Australia,10
936,RaFemaleFemaleaello,GodleMalean,Male,1988-05-16,35,"Speech Pathologist",Health,"High Net Worth",No,3,221,35,936,2017-05-08,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,2016-11-14,"5 Reindahl Point",VIC,Australia,2
937,Nikolos,MalecKyrrelly,Male,1985-11-15,37,"HuMalean Resources Assistant IV",Manufacturing,"Affluent Customer",No,15,2760,65,937,2017-11-03,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76,2015-05-21,"8882 Valley Edge Junction",NSW,Australia,8
938,Corabelle,,Female,1996-04-06,27,"Technical Writer",Retail,"Mass Customer",No,7,5641,74,938,2017-09-15,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,"633 Cordelia Alley",VIC,Australia,7
939,Cristian,Theodoris,Male,1961-01-10,62,"Product Engineer",Manufacturing,"Mass customer",No,6,222,8,939,2017-07-08,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,187.39,2011-04-16,"32 Dennis Hill",NSW,Australia,9
940,Malearnia,Claesens,Female,1987-06-16,35,"Administrative Officer",Manufacturing,"Mass customer",No,9,348,40,940,2017-08-11,FALSE,Approved,"OHM Cycles",Standard,high,medium,1458.17,874.9,583.27,2006-02-02,"54905 Anniversary Pass",QLD,Australia,2
941,Tye,Doohan,Male,1995-02-02,28,"Recruiting Manager","Financial Services","Affluent Customer",Yes,1,484,3,941,2017-05-04,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,388.92,1702.55,2003-07-21,"5 Gale Street",QLD,Australia,8
942,Shirley,Brook,Female,1974-02-07,49,"Director oFemale Sales","Financial Services","Mass customer",Yes,14,1922,21,942,2017-08-09,,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1993-07-15,"5413 Burning Wood Plaza",QLD,Australia,8
943,Holly,GaMaleett,Male,1979-09-17,43,"Legal Assistant",Property,"Affluent Customer",Yes,15,891,40,943,2017-09-09,TRUE,Approved,"OHM Cycles",Standard,high,medium,1458.17,874.9,583.27,2006-02-02,"6183 Morrow Court",NSW,Australia,11
944,Anderea,Dallewater,Female,1976-01-12,47,,Manufacturing,"Mass Customer",No,15,3272,5,944,2017-01-05,FALSE,Approved,"Trek Bicycles",Mountain,low,medium,574.64,459.71,114.93,2011-08-29,"9 Colorado Trail",VIC,Australia,3
945,Hebert,Bernocchi,Male,1998-08-26,24,"HuMalean Resources Maleanager",n/a,"High Net Worth",Yes,1,2123,0,945,2017-06-28,TRUE,Approved,"Trek Bicycles",Standard,medium,medium,499.53,388.72,110.81,1997-10-04,"627 Ronald Regan Alley",QLD,Australia,6
946,Bettina,Femalearrer,Female,1961-07-17,61,"Research Associate",Manufacturing,"High Net Worth",No,12,2600,84,946,2017-01-21,TRUE,Approved,"Giant Bicycles",Road,medium,medium,792.9,594.68,198.22,1992-10-02,"93446 Eagle Crest Plaza",NSW,Australia,10
947,Hyacinth,Naldrett,Female,1986-03-10,37,PharMaleacist,Health,"Mass customer",No,10,108,26,947,2017-10-11,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1993-05-26,"9 Clyde Gallagher Plaza",VIC,Australia,7
948,Yardley,Argo,Male,1969-08-09,53,"Recruiting Manager",n/a,"Affluent Customer",No,10,1863,1,948,2017-02-13,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,954.82,448.68,1997-08-25,"56709 Petterle Street",NSW,Australia,6
949,Jarid,Grebner,Male,1975-09-07,47,"Executive Secretary",Health,"Mass customer",Yes,3,926,23,949,2017-04-17,TRUE,Approved,"Norco Bicycles",Mountain,low,small,688.63,612.88,75.75,1999-06-23,"221 Coolidge Parkway",NSW,Australia,9
950,Bret,Ivakhnov,U,0000-00-00,2023,Recruiter,IT,"High Net Worth",Yes,0,2013,49,950,2017-05-19,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,327.98,2011-08-24,"33564 Jana Court",QLD,Australia,5
951,Maleeryl,DuMalebar,Male,1999-09-29,23,"Assistant Maleedia Planner",Entertainment,"Mass customer",No,1,2996,32,951,2017-12-24,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,642.7,211.37,431.33,2002-03-22,"7 Starling Crossing",NSW,Australia,9
952,Malearina,Andresen,Female,1971-06-13,51,"VP Sales","Financial Services","Affluent Customer",Yes,6,325,62,952,2017-11-14,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1992-10-02,"283 Ryan Street",VIC,Australia,7
953,Jasmin,Brodeur,Female,1979-05-23,43,,n/a,"Mass Customer",No,7,4075,28,953,2017-03-10,TRUE,Approved,"Norco Bicycles",Standard,medium,small,1216.14,1082.36,133.78,1991-08-05,"97 Aberg Pass",QLD,Australia,1
954,Alain,IMaleMaleins,Male,1995-02-28,28,"VP Quality Control",Manufacturing,"Mass customer",Yes,7,7581,24,954,2017-06-12,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,1991-11-10,"0 Menomonie Avenue",VIC,Australia,6
955,Teresina,Gibbie,Female,1989-10-01,33,"Research Nurse",Health,"Mass customer",Yes,9,841,45,955,2017-01-16,TRUE,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5,2001-11-25,"20 Carpenter Parkway",NSW,Australia,9
956,Ezechiel,Pettecrew,Male,1960-09-26,62,"Nuclear Power Engineer",Manufacturing,"Mass customer",Yes,9,8628,99,956,2017-01-07,TRUE,Approved,"OHM Cycles",Standard,medium,medium,1227.34,770.89,456.45,1994-08-10,"14796 Ramsey Street",NSW,Australia,12
957,JaMaleiMalea,Gannan,Female,1994-08-20,28,"AutoMaleation Specialist I",Manufacturing,"Affluent Customer",Yes,7,1380,76,957,2017-06-02,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.46,2015-08-10,"1346 Forest Dale Point",VIC,Australia,10
